% Model,model2.mph
% Version,COMSOL 6.1.0.357
% Date,"Jul 4 2023, 21:07"
% Dimension,1
% Nodes,5427
% Expressions,1
% Description,Global
% Integration 1 (mm);Integration 1
20.250;9315.6
20.475;9340.4
20.700;9364.9
20.925;9389.0
21.150;9412.8
21.375;9436.2
21.600;9459.3
21.825;9482.1
22.050;9504.5
22.275;9526.7
22.500;9548.5
22.725;9570.0
22.950;9591.2
23.175;9612.1
23.400;9632.6
23.625;9652.9
23.850;9672.9
24.075;9692.6
24.300;9712.1
24.525;9731.2
24.750;9750.1
24.975;9768.7
25.200;9787.0
25.425;9805.0
25.650;9822.8
25.875;9840.4
26.100;9857.7
26.325;9874.7
26.550;9891.5
26.775;9908.0
27.000;9924.3
27.225;9940.3
27.450;9956.1
27.675;9971.7
27.900;9987.1
28.125;10002
28.350;10017
28.575;10032
28.800;10046
29.025;10060
29.250;10075
29.475;10088
29.700;10102
29.925;10115
30.150;10129
30.375;10142
30.600;10154
30.825;10167
31.050;10180
31.275;10192
31.500;10204
31.725;10216
31.950;10227
32.175;10239
32.400;10250
32.625;10262
32.850;10273
33.075;10283
33.300;10294
33.525;10305
33.750;10315
33.975;10325
34.200;10335
34.425;10345
34.650;10355
34.875;10364
35.100;10374
35.325;10383
35.550;10392
35.775;10401
36.000;10410
36.225;10419
36.450;10427
36.675;10436
36.900;10444
37.125;10452
37.350;10461
37.575;10468
37.800;10476
38.025;10484
38.250;10492
38.475;10499
38.700;10506
38.925;10514
39.150;10521
39.375;10528
39.600;10534
39.825;10541
40.050;10548
40.275;10554
40.500;10561
40.725;10567
40.950;10573
41.175;10580
41.400;10586
41.625;10592
41.850;10597
42.075;10603
42.300;10609
42.525;10614
42.750;10620
42.975;10625
43.200;10631
43.425;10636
43.650;10641
43.875;10646
44.100;10651
44.325;10656
44.550;10661
44.775;10665
45.000;10670
8.9918E-5;1.0327
0.22502;2584.4
0.45002;4062.1
0.67502;4173.1
0.90001;4275.1
1.1250;4371.4
1.3500;4463.3
1.5750;4551.9
1.8000;4637.8
2.0250;4721.3
2.2500;4802.7
2.4750;4882.4
2.7000;4960.5
2.9250;5037.1
3.1500;5112.3
3.3750;5186.1
3.6000;5258.5
3.8250;5329.8
4.0500;5399.9
4.2750;5468.9
4.5000;5536.9
4.7250;5603.8
4.9500;5669.7
5.1750;5734.5
5.4000;5798.4
5.6250;5861.3
5.8500;5923.2
6.0750;5984.3
6.3000;6044.4
6.5250;6103.7
6.7500;6162.2
6.9750;6219.8
7.2000;6276.6
7.4250;6332.6
7.6500;6387.7
7.8750;6442.1
8.1000;6495.7
8.3250;6548.6
8.5500;6600.7
8.7750;6652.1
9.0000;6702.8
9.2250;6752.7
9.4500;6802.0
9.6750;6850.6
9.9000;6898.5
10.125;6945.7
10.350;6992.3
10.575;7038.3
10.800;7083.5
11.025;7128.2
11.250;7172.3
11.475;7215.7
11.700;7258.6
11.925;7300.8
12.150;7342.4
12.375;7383.6
12.600;7424.0
12.825;7464.0
13.050;7503.4
13.275;7542.3
13.500;7580.5
13.725;7618.4
13.950;7655.6
14.175;7692.4
14.400;7728.6
14.625;7764.3
14.850;7799.6
15.075;7834.4
15.300;7868.7
15.525;7902.5
15.750;7935.8
15.975;7968.7
16.200;8001.1
16.425;8033.1
16.650;8064.6
16.875;8095.7
17.100;8126.4
17.325;8156.6
17.550;8186.4
17.775;8215.8
18.000;8244.8
18.225;8273.4
18.450;8301.6
18.675;8329.4
18.900;8356.8
19.125;8383.8
19.350;8410.5
19.575;8436.8
19.800;8462.7
20.025;8488.2
20.250;8513.4
20.475;8538.2
20.700;8562.7
20.925;8586.9
21.150;8610.7
21.375;8634.1
21.600;8657.3
21.825;8680.1
22.050;8702.6
22.275;8724.7
22.500;8746.6
22.725;8768.1
22.950;8789.4
23.175;8810.3
23.400;8831.0
23.625;8851.3
23.850;8871.4
24.075;8891.1
24.300;8910.6
24.525;8929.8
24.750;8948.8
24.975;8967.4
25.200;8985.8
25.425;9003.9
25.650;9021.8
25.875;9039.4
26.100;9056.8
26.325;9073.9
26.550;9090.7
26.775;9107.4
27.000;9123.7
27.225;9139.9
27.450;9155.8
27.675;9171.4
27.900;9186.9
28.125;9202.1
28.350;9217.1
28.575;9231.9
28.800;9246.4
29.025;9260.8
29.250;9274.9
29.475;9288.8
29.700;9302.5
29.925;9316.1
30.150;9329.4
30.375;9342.5
30.600;9355.4
30.825;9368.2
31.050;9380.7
31.275;9393.1
31.500;9405.2
31.725;9417.2
31.950;9429.0
32.175;9440.7
32.400;9452.1
32.625;9463.4
32.850;9474.5
33.075;9485.5
33.300;9496.3
33.525;9506.9
33.750;9517.3
33.975;9527.6
34.200;9537.8
34.425;9547.8
34.650;9557.6
34.875;9567.3
35.100;9576.8
35.325;9586.2
35.550;9595.5
35.775;9604.6
36.000;9613.6
36.225;9622.4
36.450;9631.1
36.675;9639.7
36.900;9648.1
37.125;9656.4
37.350;9664.5
37.575;9672.6
37.800;9680.5
38.025;9688.3
38.250;9696.0
38.475;9703.5
38.700;9710.9
38.925;9718.3
39.150;9725.5
39.375;9732.5
39.600;9739.5
39.825;9746.4
40.050;9753.1
40.275;9759.8
40.500;9766.3
40.725;9772.8
40.950;9779.1
41.175;9785.3
41.400;9791.5
41.625;9797.5
41.850;9803.4
42.075;9809.3
42.300;9815.0
42.525;9820.7
42.750;9826.3
42.975;9831.7
43.200;9837.1
43.425;9842.4
43.650;9847.6
43.875;9852.8
44.100;9857.8
44.325;9862.8
44.550;9867.6
44.775;9872.4
45.000;9877.2
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5680.1
0.90002;5789.8
1.1250;5892.4
1.3500;5990.2
1.5750;6084.1
1.8000;6174.3
2.0250;6261.9
2.2500;6347.0
2.4750;6430.0
2.7000;6511.0
2.9250;6590.2
3.1500;6667.7
3.3750;6743.7
3.6000;6818.4
3.8250;6891.7
4.0500;6963.7
4.2750;7034.5
4.5000;7104.0
4.7250;7172.4
4.9500;7239.7
5.1750;7305.9
5.4000;7371.0
5.6250;7435.2
5.8500;7498.4
6.0750;7560.7
6.3000;7622.0
6.5250;7682.4
6.7500;7741.9
6.9750;7800.5
7.2000;7858.3
7.4250;7915.2
7.6500;7971.2
7.8750;8026.5
8.1000;8080.9
8.3250;8134.6
8.5500;8187.4
8.7750;8239.5
9.0000;8290.9
9.2250;8341.5
9.4500;8391.4
9.6750;8440.6
9.9000;8489.1
10.125;8537.0
10.350;8584.0
10.575;8630.6
10.800;8676.3
11.025;8721.5
11.250;8766.0
11.475;8810.0
11.700;8853.2
11.925;8895.9
12.150;8938.0
12.375;8979.4
12.600;9020.3
12.825;9060.6
13.050;9100.3
13.275;9139.5
13.500;9178.2
13.725;9216.2
13.950;9253.8
14.175;9290.8
14.400;9327.3
14.625;9363.3
14.850;9398.8
15.075;9433.8
15.300;9468.2
15.525;9502.2
15.750;9535.8
15.975;9568.8
16.200;9601.4
16.425;9633.5
16.650;9665.2
16.875;9696.4
17.100;9727.2
17.325;9757.5
17.550;9787.4
17.775;9816.9
18.000;9846.0
18.225;9874.6
18.450;9902.9
18.675;9930.7
18.900;9958.2
19.125;9985.3
19.350;10012
19.575;10038
19.800;10064
20.025;10090
20.250;10115
20.475;10140
20.700;10164
20.925;10188
21.150;10212
21.375;10235
21.600;10259
21.825;10281
22.050;10304
22.275;10326
22.500;10348
22.725;10369
22.950;10390
23.175;10411
23.400;10432
23.625;10452
23.850;10472
24.075;10491
24.300;10511
24.525;10530
24.750;10549
24.975;10567
25.200;10586
25.425;10604
25.650;10621
25.875;10639
26.100;10656
26.325;10673
26.550;10690
26.775;10706
27.000;10722
27.225;10738
27.450;10754
27.675;10770
27.900;10785
28.125;10800
28.350;10815
28.575;10829
28.800;10844
29.025;10858
29.250;10872
29.475;10886
29.700;10899
29.925;10913
30.150;10926
30.375;10939
30.600;10951
30.825;10964
31.050;10976
31.275;10988
31.500;11000
31.725;11012
31.950;11024
32.175;11035
32.400;11047
32.625;11058
32.850;11069
33.075;11079
33.300;11090
33.525;11100
33.750;11111
33.975;11121
34.200;11131
34.425;11141
34.650;11150
34.875;11160
35.100;11169
35.325;11178
35.550;11187
35.775;11196
36.000;11205
36.225;11214
36.450;11222
36.675;11231
36.900;11239
37.125;11247
37.350;11255
37.575;11263
37.800;11270
38.025;11278
38.250;11286
38.475;11293
38.700;11300
38.925;11307
39.150;11314
39.375;11321
39.600;11328
39.825;11335
40.050;11341
40.275;11348
40.500;11354
40.725;11360
40.950;11366
41.175;11373
41.400;11378
41.625;11384
41.850;11390
42.075;11396
42.300;11401
42.525;11407
42.750;11412
42.975;11418
43.200;11423
43.425;11428
43.650;11433
43.875;11438
44.100;11443
44.325;11448
44.550;11452
44.775;11457
45.000;11461
8.9918E-5;1.0327
0.22502;2584.4
0.45003;4807.9
0.67502;4908.3
0.90002;4999.0
1.1250;5084.4
1.3500;5165.5
1.5750;5243.4
1.8000;5318.4
2.0250;5391.0
2.2500;5461.5
2.4750;5530.1
2.7000;5597.1
2.9250;5662.4
3.1500;5726.2
3.3750;5788.6
3.6000;5849.9
3.8250;5909.9
4.0500;5968.7
4.2750;6026.4
4.5000;6083.0
4.7250;6138.6
4.9500;6193.1
5.1750;6246.7
5.4000;6299.3
5.6250;6351.0
5.8500;6401.9
6.0750;6451.8
6.3000;6501.0
6.5250;6549.2
6.7500;6596.7
6.9750;6643.4
7.2000;6689.3
7.4250;6734.4
7.6500;6778.8
7.8750;6822.5
8.1000;6865.4
8.3250;6907.6
8.5500;6949.1
8.7750;6990.0
9.0000;7030.1
9.2250;7069.6
9.4500;7108.5
9.6750;7146.8
9.9000;7184.4
10.125;7221.4
10.350;7257.8
10.575;7293.6
10.800;7328.9
11.025;7363.6
11.250;7397.7
11.475;7431.3
11.700;7464.2
11.925;7496.8
12.150;7528.7
12.375;7560.2
12.600;7591.1
12.825;7621.5
13.050;7651.4
13.275;7680.9
13.500;7709.9
13.725;7738.4
13.950;7766.4
14.175;7794.0
14.400;7821.2
14.625;7847.9
14.850;7874.1
15.075;7900.0
15.300;7925.4
15.525;7950.5
15.750;7975.0
15.975;7999.3
16.200;8023.1
16.425;8046.5
16.650;8069.5
16.875;8092.2
17.100;8114.5
17.325;8136.5
17.550;8158.0
17.775;8179.2
18.000;8200.1
18.225;8220.6
18.450;8240.8
18.675;8260.7
18.900;8280.2
19.125;8299.4
19.350;8318.3
19.575;8336.9
19.800;8355.1
20.025;8373.1
20.250;8390.8
20.475;8408.2
20.700;8425.2
20.925;8442.1
21.150;8458.6
21.375;8474.8
21.600;8490.8
21.825;8506.5
22.050;8521.9
22.275;8537.1
22.500;8552.1
22.725;8566.8
22.950;8581.2
23.175;8595.4
23.400;8609.3
23.625;8623.0
23.850;8636.5
24.075;8649.7
24.300;8662.8
24.525;8675.6
24.750;8688.1
24.975;8700.5
25.200;8712.7
25.425;8724.6
25.650;8736.4
25.875;8747.9
26.100;8759.2
26.325;8770.4
26.550;8781.3
26.775;8792.1
27.000;8802.7
27.225;8813.1
27.450;8823.3
27.675;8833.3
27.900;8843.2
28.125;8852.9
28.350;8862.4
28.575;8871.8
28.800;8880.9
29.025;8890.0
29.250;8898.8
29.475;8907.5
29.700;8916.1
29.925;8924.5
30.150;8932.8
30.375;8940.9
30.600;8948.8
30.825;8956.7
31.050;8964.3
31.275;8971.9
31.500;8979.3
31.725;8986.6
31.950;8993.7
32.175;9000.7
32.400;9007.6
32.625;9014.4
32.850;9021.0
33.075;9027.6
33.300;9034.0
33.525;9040.2
33.750;9046.4
33.975;9052.5
34.200;9058.4
34.425;9064.3
34.650;9070.0
34.875;9075.6
35.100;9081.2
35.325;9086.6
35.550;9091.9
35.775;9097.1
36.000;9102.2
36.225;9107.3
36.450;9112.2
36.675;9117.0
36.900;9121.8
37.125;9126.5
37.350;9131.0
37.575;9135.5
37.800;9139.9
38.025;9144.2
38.250;9148.5
38.475;9152.6
38.700;9156.7
38.925;9160.7
39.150;9164.7
39.375;9168.5
39.600;9172.3
39.825;9176.0
40.050;9179.6
40.275;9183.2
40.500;9186.7
40.725;9190.1
40.950;9193.5
41.175;9196.8
41.400;9200.0
41.625;9203.2
41.850;9206.3
42.075;9209.3
42.300;9212.3
42.525;9215.2
42.750;9218.1
42.975;9220.9
43.200;9223.7
43.425;9226.4
43.650;9229.0
43.875;9231.6
44.100;9234.1
44.325;9236.6
44.550;9239.1
44.775;9241.5
45.000;9243.8
8.9918E-5;1.0327
0.22502;2584.4
0.45002;4054.2
0.67502;4149.4
0.90001;4236.9
1.1250;4319.2
1.3500;4397.9
1.5750;4473.5
1.8000;4546.4
2.0250;4617.3
2.2500;4686.1
2.4750;4753.2
2.7000;4818.7
2.9250;4882.8
3.1500;4945.6
3.3750;5007.0
3.6000;5067.3
3.8250;5126.4
4.0500;5184.3
4.2750;5241.2
4.5000;5297.0
4.7250;5351.9
4.9500;5405.8
5.1750;5458.8
5.4000;5510.9
5.6250;5562.1
5.8500;5612.4
6.0750;5661.9
6.3000;5710.6
6.5250;5758.4
6.7500;5805.4
6.9750;5851.6
7.2000;5897.1
7.4250;5941.8
7.6500;5985.9
7.8750;6029.2
8.1000;6071.8
8.3250;6113.7
8.5500;6154.9
8.7750;6195.5
9.0000;6235.4
9.2250;6274.6
9.4500;6313.3
9.6750;6351.3
9.9000;6388.7
10.125;6425.5
10.350;6461.7
10.575;6497.3
10.800;6532.4
11.025;6566.9
11.250;6600.8
11.475;6634.2
11.700;6667.1
11.925;6699.5
12.150;6731.3
12.375;6762.6
12.600;6793.5
12.825;6823.8
13.050;6853.6
13.275;6883.0
13.500;6911.9
13.725;6940.3
13.950;6968.3
14.175;6995.9
14.400;7022.9
14.625;7049.6
14.850;7075.8
15.075;7101.7
15.300;7127.0
15.525;7152.1
15.750;7176.6
15.975;7200.8
16.200;7224.6
16.425;7248.0
16.650;7271.0
16.875;7293.7
17.100;7316.0
17.325;7338.0
17.550;7359.5
17.775;7380.8
18.000;7401.6
18.225;7422.2
18.450;7442.4
18.675;7462.3
18.900;7481.8
19.125;7501.1
19.350;7520.0
19.575;7538.6
19.800;7556.9
20.025;7575.0
20.250;7592.6
20.475;7610.1
20.700;7627.2
20.925;7644.1
21.150;7660.6
21.375;7677.0
21.600;7693.0
21.825;7708.8
22.050;7724.2
22.275;7739.5
22.500;7754.5
22.725;7769.3
22.950;7783.7
23.175;7798.0
23.400;7812.0
23.625;7825.8
23.850;7839.4
24.075;7852.7
24.300;7865.8
24.525;7878.7
24.750;7891.3
24.975;7903.8
25.200;7916.0
25.425;7928.1
25.650;7939.9
25.875;7951.5
26.100;7962.9
26.325;7974.2
26.550;7985.2
26.775;7996.1
27.000;8006.7
27.225;8017.2
27.450;8027.5
27.675;8037.6
27.900;8047.6
28.125;8057.4
28.350;8067.0
28.575;8076.4
28.800;8085.7
29.025;8094.8
29.250;8103.8
29.475;8112.6
29.700;8121.2
29.925;8129.7
30.150;8138.1
30.375;8146.3
30.600;8154.3
30.825;8162.3
31.050;8170.0
31.275;8177.7
31.500;8185.2
31.725;8192.5
31.950;8199.8
32.175;8206.9
32.400;8213.9
32.625;8220.7
32.850;8227.5
33.075;8234.1
33.300;8240.6
33.525;8246.9
33.750;8253.2
33.975;8259.3
34.200;8265.4
34.425;8271.3
34.650;8277.1
34.875;8282.8
35.100;8288.5
35.325;8294.0
35.550;8299.4
35.775;8304.7
36.000;8309.9
36.225;8315.0
36.450;8320.0
36.675;8325.0
36.900;8329.8
37.125;8334.5
37.350;8339.2
37.575;8343.8
37.800;8348.2
38.025;8352.6
38.250;8357.0
38.475;8361.2
38.700;8365.4
38.925;8369.4
39.150;8373.4
39.375;8377.4
39.600;8381.2
39.825;8385.0
40.050;8388.7
40.275;8392.4
40.500;8395.9
40.725;8399.4
40.950;8402.8
41.175;8406.2
41.400;8409.5
41.625;8412.8
41.850;8415.9
42.075;8419.0
42.300;8422.1
42.525;8425.1
42.750;8428.0
42.975;8430.9
43.200;8433.7
43.425;8436.5
43.650;8439.2
43.875;8441.9
44.100;8444.5
44.325;8447.0
44.550;8449.5
44.775;8452.0
45.000;8454.4
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5665.4
0.90002;5759.5
1.1250;5847.5
1.3500;5931.2
1.5750;6011.0
1.8000;6088.0
2.0250;6162.5
2.2500;6234.6
2.4750;6304.7
2.7000;6373.0
2.9250;6439.5
3.1500;6504.6
3.3750;6568.1
3.6000;6630.2
3.8250;6691.1
4.0500;6750.7
4.2750;6809.3
4.5000;6866.6
4.7250;6922.9
4.9500;6978.2
5.1750;7032.4
5.4000;7085.6
5.6250;7137.9
5.8500;7189.3
6.0750;7239.7
6.3000;7289.2
6.5250;7337.9
6.7500;7385.8
6.9750;7432.9
7.2000;7479.2
7.4250;7524.7
7.6500;7569.4
7.8750;7613.4
8.1000;7656.7
8.3250;7699.2
8.5500;7741.0
8.7750;7782.2
9.0000;7822.6
9.2250;7862.4
9.4500;7901.6
9.6750;7940.0
9.9000;7977.9
10.125;8015.1
10.350;8051.7
10.575;8087.8
10.800;8123.1
11.025;8158.0
11.250;8192.2
11.475;8226.0
11.700;8259.1
11.925;8291.8
12.150;8323.8
12.375;8355.4
12.600;8386.4
12.825;8417.0
13.050;8447.0
13.275;8476.6
13.500;8505.6
13.725;8534.2
13.950;8562.3
14.175;8590.0
14.400;8617.2
14.625;8644.0
14.850;8670.3
15.075;8696.2
15.300;8721.7
15.525;8746.7
15.750;8771.4
15.975;8795.6
16.200;8819.4
16.425;8842.9
16.650;8865.9
16.875;8888.6
17.100;8910.9
17.325;8932.9
17.550;8954.4
17.775;8975.7
18.000;8996.5
18.225;9017.0
18.450;9037.2
18.675;9057.1
18.900;9076.5
19.125;9095.7
19.350;9114.6
19.575;9133.2
19.800;9151.4
20.025;9169.3
20.250;9187.0
20.475;9204.3
20.700;9221.3
20.925;9238.1
21.150;9254.6
21.375;9270.8
21.600;9286.7
21.825;9302.4
22.050;9317.8
22.275;9332.9
22.500;9347.8
22.725;9362.4
22.950;9376.8
23.175;9390.9
23.400;9404.8
23.625;9418.4
23.850;9431.8
24.075;9445.1
24.300;9458.0
24.525;9470.7
24.750;9483.2
24.975;9495.6
25.200;9507.6
25.425;9519.5
25.650;9531.2
25.875;9542.7
26.100;9553.9
26.325;9565.0
26.550;9575.9
26.775;9586.6
27.000;9597.1
27.225;9607.4
27.450;9617.5
27.675;9627.5
27.900;9637.3
28.125;9646.9
28.350;9656.4
28.575;9665.6
28.800;9674.7
29.025;9683.7
29.250;9692.5
29.475;9701.1
29.700;9709.6
29.925;9717.9
30.150;9726.1
30.375;9734.1
30.600;9742.0
30.825;9749.8
31.050;9757.4
31.275;9764.8
31.500;9772.2
31.725;9779.4
31.950;9786.4
32.175;9793.4
32.400;9800.2
32.625;9806.9
32.850;9813.4
33.075;9819.9
33.300;9826.2
33.525;9832.4
33.750;9838.5
33.975;9844.5
34.200;9850.4
34.425;9856.1
34.650;9861.8
34.875;9867.3
35.100;9872.8
35.325;9878.1
35.550;9883.4
35.775;9888.5
36.000;9893.6
36.225;9898.5
36.450;9903.4
36.675;9908.2
36.900;9912.9
37.125;9917.5
37.350;9922.0
37.575;9926.4
37.800;9930.7
38.025;9935.0
38.250;9939.1
38.475;9943.2
38.700;9947.2
38.925;9951.2
39.150;9955.0
39.375;9958.8
39.600;9962.5
39.825;9966.2
40.050;9969.7
40.275;9973.2
40.500;9976.7
40.725;9980.0
40.950;9983.3
41.175;9986.6
41.400;9989.7
41.625;9992.8
41.850;9995.9
42.075;9998.9
42.300;10002
42.525;10005
42.750;10007
42.975;10010
43.200;10013
43.425;10016
43.650;10018
43.875;10021
44.100;10023
44.325;10026
44.550;10028
44.775;10030
45.000;10033
8.9918E-5;1.0327
0.22502;2584.4
0.45003;4807.0
0.67502;4902.3
0.90002;4988.4
1.1250;5069.5
1.3500;5146.7
1.5750;5221.0
1.8000;5292.5
2.0250;5361.8
2.2500;5429.1
2.4750;5494.7
2.7000;5558.6
2.9250;5621.1
3.1500;5682.1
3.3750;5741.9
3.6000;5800.5
3.8250;5858.1
4.0500;5914.5
4.2750;5969.9
4.5000;6024.3
4.7250;6077.7
4.9500;6130.2
5.1750;6181.7
5.4000;6232.4
5.6250;6282.3
5.8500;6331.3
6.0750;6379.5
6.3000;6427.0
6.5250;6473.7
6.7500;6519.7
6.9750;6564.9
7.2000;6609.4
7.4250;6653.2
7.6500;6696.3
7.8750;6738.8
8.1000;6780.5
8.3250;6821.7
8.5500;6862.1
8.7750;6902.0
9.0000;6941.2
9.2250;6979.8
9.4500;7017.8
9.6750;7055.2
9.9000;7092.1
10.125;7128.4
10.350;7164.2
10.575;7199.3
10.800;7234.0
11.025;7268.1
11.250;7301.7
11.475;7334.8
11.700;7367.4
11.925;7399.5
12.150;7431.1
12.375;7462.2
12.600;7492.9
12.825;7523.0
13.050;7552.7
13.275;7582.0
13.500;7610.8
13.725;7639.1
13.950;7667.1
14.175;7694.6
14.400;7721.7
14.625;7748.4
14.850;7774.7
15.075;7800.5
15.300;7826.0
15.525;7851.1
15.750;7875.8
15.975;7900.1
16.200;7924.1
16.425;7947.7
16.650;7970.9
16.875;7993.8
17.100;8016.3
17.325;8038.5
17.550;8060.3
17.775;8081.8
18.000;8103.0
18.225;8123.8
18.450;8144.4
18.675;8164.5
18.900;8184.4
19.125;8204.0
19.350;8223.3
19.575;8242.3
19.800;8261.0
20.025;8279.3
20.250;8297.5
20.475;8315.3
20.700;8332.9
20.925;8350.1
21.150;8367.1
21.375;8383.8
21.600;8400.3
21.825;8416.5
22.050;8432.5
22.275;8448.2
22.500;8463.7
22.725;8478.9
22.950;8493.9
23.175;8508.6
23.400;8523.2
23.625;8537.5
23.850;8551.5
24.075;8565.4
24.300;8579.0
24.525;8592.4
24.750;8605.6
24.975;8618.5
25.200;8631.3
25.425;8643.9
25.650;8656.2
25.875;8668.4
26.100;8680.4
26.325;8692.1
26.550;8703.7
26.775;8715.1
27.000;8726.3
27.225;8737.4
27.450;8748.2
27.675;8758.9
27.900;8769.4
28.125;8779.7
28.350;8789.9
28.575;8799.9
28.800;8809.7
29.025;8819.4
29.250;8828.9
29.475;8838.3
29.700;8847.5
29.925;8856.5
30.150;8865.4
30.375;8874.2
30.600;8882.8
30.825;8891.3
31.050;8899.6
31.275;8907.8
31.500;8915.9
31.725;8923.8
31.950;8931.6
32.175;8939.2
32.400;8946.8
32.625;8954.2
32.850;8961.4
33.075;8968.6
33.300;8975.6
33.525;8982.5
33.750;8989.3
33.975;8996.0
34.200;9002.6
34.425;9009.1
34.650;9015.4
34.875;9021.6
35.100;9027.8
35.325;9033.8
35.550;9039.7
35.775;9045.6
36.000;9051.3
36.225;9056.9
36.450;9062.4
36.675;9067.9
36.900;9073.2
37.125;9078.4
37.350;9083.6
37.575;9088.6
37.800;9093.6
38.025;9098.5
38.250;9103.3
38.475;9108.0
38.700;9112.7
38.925;9117.2
39.150;9121.7
39.375;9126.1
39.600;9130.4
39.825;9134.6
40.050;9138.8
40.275;9142.9
40.500;9146.9
40.725;9150.9
40.950;9154.7
41.175;9158.5
41.400;9162.3
41.625;9165.9
41.850;9169.5
42.075;9173.1
42.300;9176.6
42.525;9180.0
42.750;9183.3
42.975;9186.6
43.200;9189.8
43.425;9193.0
43.650;9196.1
43.875;9199.2
44.100;9202.2
44.325;9205.1
44.550;9208.0
44.775;9210.8
45.000;9213.6
8.9918E-5;1.0327
0.22502;2584.4
0.45002;4051.7
0.67502;4142.0
0.90001;4225.0
1.1250;4303.5
1.3500;4378.4
1.5750;4450.4
1.8000;4520.0
2.0250;4587.5
2.2500;4653.2
2.4750;4717.3
2.7000;4779.9
2.9250;4841.1
3.1500;4901.1
3.3750;4959.9
3.6000;5017.6
3.8250;5074.3
4.0500;5129.8
4.2750;5184.4
4.5000;5238.0
4.7250;5290.7
4.9500;5342.6
5.1750;5393.6
5.4000;5443.8
5.6250;5493.1
5.8500;5541.6
6.0750;5589.4
6.3000;5636.4
6.5250;5682.7
6.7500;5728.2
6.9750;5773.0
7.2000;5817.1
7.4250;5860.5
7.6500;5903.2
7.8750;5945.3
8.1000;5986.8
8.3250;6027.6
8.5500;6067.7
8.7750;6107.3
9.0000;6146.2
9.2250;6184.6
9.4500;6222.4
9.6750;6259.6
9.9000;6296.2
10.125;6332.3
10.350;6367.9
10.575;6402.8
10.800;6437.4
11.025;6471.3
11.250;6504.7
11.475;6537.6
11.700;6570.1
11.925;6602.0
12.150;6633.5
12.375;6664.5
12.600;6695.0
12.825;6725.1
13.050;6754.7
13.275;6783.8
13.500;6812.6
13.725;6840.9
13.950;6868.8
14.175;6896.2
14.400;6923.2
14.625;6949.8
14.850;6976.1
15.075;7001.9
15.300;7027.3
15.525;7052.4
15.750;7077.1
15.975;7101.3
16.200;7125.3
16.425;7148.8
16.650;7172.1
16.875;7194.9
17.100;7217.5
17.325;7239.6
17.550;7261.5
17.775;7282.9
18.000;7304.1
18.225;7324.9
18.450;7345.5
18.675;7365.7
18.900;7385.6
19.125;7405.2
19.350;7424.5
19.575;7443.5
19.800;7462.2
20.025;7480.6
20.250;7498.8
20.475;7516.6
20.700;7534.3
20.925;7551.6
21.150;7568.6
21.375;7585.4
21.600;7601.9
21.825;7618.2
22.050;7634.2
22.275;7650.0
22.500;7665.5
22.725;7680.8
22.950;7695.8
23.175;7710.7
23.400;7725.2
23.625;7739.6
23.850;7753.7
24.075;7767.6
24.300;7781.3
24.525;7794.8
24.750;7808.0
24.975;7821.1
25.200;7833.9
25.425;7846.6
25.650;7859.0
25.875;7871.2
26.100;7883.3
26.325;7895.1
26.550;7906.8
26.775;7918.3
27.000;7929.6
27.225;7940.7
27.450;7951.6
27.675;7962.4
27.900;7973.0
28.125;7983.4
28.350;7993.6
28.575;8003.7
28.800;8013.7
29.025;8023.4
29.250;8033.0
29.475;8042.5
29.700;8051.8
29.925;8060.9
30.150;8069.9
30.375;8078.7
30.600;8087.4
30.825;8096.0
31.050;8104.4
31.275;8112.7
31.500;8120.8
31.725;8128.9
31.950;8136.7
32.175;8144.5
32.400;8152.1
32.625;8159.6
32.850;8167.0
33.075;8174.2
33.300;8181.3
33.525;8188.3
33.750;8195.2
33.975;8202.0
34.200;8208.7
34.425;8215.2
34.650;8221.6
34.875;8228.0
35.100;8234.2
35.325;8240.3
35.550;8246.3
35.775;8252.2
36.000;8258.0
36.225;8263.7
36.450;8269.3
36.675;8274.9
36.900;8280.3
37.125;8285.6
37.350;8290.8
37.575;8296.0
37.800;8301.0
38.025;8306.0
38.250;8310.9
38.475;8315.7
38.700;8320.4
38.925;8325.0
39.150;8329.6
39.375;8334.1
39.600;8338.5
39.825;8342.8
40.050;8347.0
40.275;8351.2
40.500;8355.3
40.725;8359.3
40.950;8363.3
41.175;8367.1
41.400;8371.0
41.625;8374.7
41.850;8378.4
42.075;8382.0
42.300;8385.5
42.525;8389.0
42.750;8392.4
42.975;8395.8
43.200;8399.1
43.425;8402.3
43.650;8405.5
43.875;8408.6
44.100;8411.7
44.325;8414.7
44.550;8417.7
44.775;8420.6
45.000;8423.4
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5661.0
0.90002;5750.2
1.1250;5833.8
1.3500;5913.4
1.5750;5989.4
1.8000;6062.8
2.0250;6133.8
2.2500;6202.7
2.4750;6269.7
2.7000;6334.9
2.9250;6398.6
3.1500;6460.9
3.3750;6521.7
3.6000;6581.3
3.8250;6639.6
4.0500;6696.8
4.2750;6753.0
4.5000;6808.1
4.7250;6862.2
4.9500;6915.4
5.1750;6967.6
5.4000;7018.9
5.6250;7069.4
5.8500;7118.9
6.0750;7167.6
6.3000;7215.5
6.5250;7262.6
6.7500;7309.0
