% Model,model2.mph
% Version,COMSOL 6.1.0.357
% Date,"Jul 4 2023, 21:07"
% Dimension,1
% Nodes,5427
% Expressions,1
% Description,Global
% Integration 1 (mm);Integration 1
18.900;7821.0
19.125;7844.5
19.350;7867.6
19.575;7890.4
19.800;7912.8
20.025;7935.0
20.250;7956.8
20.475;7978.4
20.700;7999.6
20.925;8020.5
21.150;8041.1
21.375;8061.4
21.600;8081.5
21.825;8101.2
22.050;8120.7
22.275;8139.9
22.500;8158.8
22.725;8177.5
22.950;8195.8
23.175;8214.0
23.400;8231.8
23.625;8249.4
23.850;8266.7
24.075;8283.8
24.300;8300.7
24.525;8317.3
24.750;8333.6
24.975;8349.8
25.200;8365.7
25.425;8381.3
25.650;8396.7
25.875;8412.0
26.100;8426.9
26.325;8441.7
26.550;8456.3
26.775;8470.6
27.000;8484.7
27.225;8498.6
27.450;8512.4
27.675;8525.9
27.900;8539.2
28.125;8552.3
28.350;8565.2
28.575;8578.0
28.800;8590.5
29.025;8602.9
29.250;8615.0
29.475;8627.0
29.700;8638.8
29.925;8650.5
30.150;8661.9
30.375;8673.2
30.600;8684.4
30.825;8695.3
31.050;8706.1
31.275;8716.7
31.500;8727.2
31.725;8737.5
31.950;8747.7
32.175;8757.7
32.400;8767.5
32.625;8777.2
32.850;8786.8
33.075;8796.2
33.300;8805.4
33.525;8814.6
33.750;8823.6
33.975;8832.4
34.200;8841.1
34.425;8849.7
34.650;8858.1
34.875;8866.4
35.100;8874.6
35.325;8882.7
35.550;8890.6
35.775;8898.4
36.000;8906.1
36.225;8913.7
36.450;8921.1
36.675;8928.5
36.900;8935.7
37.125;8942.8
37.350;8949.8
37.575;8956.7
37.800;8963.5
38.025;8970.1
38.250;8976.7
38.475;8983.2
38.700;8989.5
38.925;8995.8
39.150;9001.9
39.375;9008.0
39.600;9014.0
39.825;9019.8
40.050;9025.6
40.275;9031.3
40.500;9036.9
40.725;9042.4
40.950;9047.8
41.175;9053.1
41.400;9058.4
41.625;9063.5
41.850;9068.6
42.075;9073.6
42.300;9078.5
42.525;9083.3
42.750;9088.1
42.975;9092.7
43.200;9097.3
43.425;9101.9
43.650;9106.3
43.875;9110.7
44.100;9115.0
44.325;9119.2
44.550;9123.4
44.775;9127.4
45.000;9131.5
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5668.2
0.90002;5765.5
1.1250;5856.6
1.3500;5943.3
1.5750;6026.4
1.8000;6106.6
2.0250;6184.3
2.2500;6259.7
2.4750;6333.0
2.7000;6404.8
2.9250;6474.8
3.1500;6543.3
3.3750;6610.4
3.6000;6676.1
3.8250;6740.7
4.0500;6804.1
4.2750;6866.4
4.5000;6927.6
4.7250;6987.8
4.9500;7047.0
5.1750;7105.2
5.4000;7162.4
5.6250;7218.7
5.8500;7274.1
6.0750;7328.7
6.3000;7382.4
6.5250;7435.3
6.7500;7487.5
6.9750;7538.8
7.2000;7589.4
7.4250;7639.2
7.6500;7688.3
7.8750;7736.7
8.1000;7784.3
8.3250;7831.3
8.5500;7877.6
8.7750;7923.1
9.0000;7968.1
9.2250;8012.3
9.4500;8055.9
9.6750;8098.9
9.9000;8141.2
10.125;8183.0
10.350;8224.1
10.575;8264.7
10.800;8304.7
11.025;8344.1
11.250;8382.9
11.475;8421.2
11.700;8459.0
11.925;8496.2
12.150;8532.8
12.375;8569.0
12.600;8604.6
12.825;8639.7
13.050;8674.3
13.275;8708.5
13.500;8742.1
13.725;8775.3
13.950;8807.9
14.175;8840.2
14.400;8871.9
14.625;8903.2
14.850;8934.1
15.075;8964.5
15.300;8994.5
15.525;9024.0
15.750;9053.2
15.975;9081.9
16.200;9110.2
16.425;9138.1
16.650;9165.6
16.875;9192.7
17.100;9219.4
17.325;9245.8
17.550;9271.7
17.775;9297.3
18.000;9322.5
18.225;9347.4
18.450;9371.9
18.675;9396.0
18.900;9419.9
19.125;9443.3
19.350;9466.4
19.575;9489.2
19.800;9511.7
20.025;9533.8
20.250;9555.6
20.475;9577.1
20.700;9598.3
20.925;9619.2
21.150;9639.8
21.375;9660.0
21.600;9680.0
21.825;9699.7
22.050;9719.1
22.275;9738.2
22.500;9757.1
22.725;9775.6
22.950;9793.9
23.175;9812.0
23.400;9829.7
23.625;9847.2
23.850;9864.5
24.075;9881.4
24.300;9898.2
24.525;9914.7
24.750;9930.9
24.975;9946.9
25.200;9962.7
25.425;9978.2
25.650;9993.5
25.875;10009
26.100;10023
26.325;10038
26.550;10053
26.775;10067
27.000;10081
27.225;10094
27.450;10108
27.675;10121
27.900;10135
28.125;10148
28.350;10160
28.575;10173
28.800;10185
29.025;10197
29.250;10209
29.475;10221
29.700;10233
29.925;10244
30.150;10256
30.375;10267
30.600;10278
30.825;10289
31.050;10299
31.275;10310
31.500;10320
31.725;10330
31.950;10340
32.175;10350
32.400;10360
32.625;10369
32.850;10379
33.075;10388
33.300;10397
33.525;10406
33.750;10415
33.975;10423
34.200;10432
34.425;10440
34.650;10448
34.875;10457
35.100;10465
35.325;10472
35.550;10480
35.775;10488
36.000;10495
36.225;10503
36.450;10510
36.675;10517
36.900;10524
37.125;10531
37.350;10538
37.575;10545
37.800;10551
38.025;10558
38.250;10564
38.475;10571
38.700;10577
38.925;10583
39.150;10589
39.375;10595
39.600;10601
39.825;10606
40.050;10612
40.275;10617
40.500;10623
40.725;10628
40.950;10633
41.175;10639
41.400;10644
41.625;10649
41.850;10654
42.075;10658
42.300;10663
42.525;10668
42.750;10672
42.975;10677
43.200;10681
43.425;10686
43.650;10690
43.875;10694
44.100;10698
44.325;10702
44.550;10706
44.775;10710
45.000;10714
8.9918E-5;1.0327
0.22502;2584.4
0.45003;4812.9
0.67502;4943.3
0.90002;5060.7
1.1250;5171.2
1.3500;5276.4
1.5750;5377.2
1.8000;5474.4
2.0250;5568.8
2.2500;5660.6
2.4750;5750.0
2.7000;5837.5
2.9250;5923.1
3.1500;6007.0
3.3750;6089.2
3.6000;6169.8
3.8250;6248.8
4.0500;6326.4
4.2750;6402.5
4.5000;6477.4
4.7250;6551.0
4.9500;6623.4
5.1750;6694.5
5.4000;6764.4
5.6250;6833.2
5.8500;6900.8
6.0750;6967.2
6.3000;7032.6
6.5250;7096.8
6.7500;7160.1
6.9750;7222.3
7.2000;7283.5
7.4250;7343.7
7.6500;7403.0
7.8750;7461.3
8.1000;7518.7
8.3250;7575.2
8.5500;7630.8
8.7750;7685.5
9.0000;7739.3
9.2250;7792.3
9.4500;7844.4
9.6750;7895.8
9.9000;7946.3
10.125;7996.0
10.350;8044.9
10.575;8093.1
10.800;8140.5
11.025;8187.2
11.250;8233.1
11.475;8278.3
11.700;8322.8
11.925;8366.6
12.150;8409.7
12.375;8452.1
12.600;8493.9
12.825;8534.9
13.050;8575.5
13.275;8615.2
13.500;8654.4
13.725;8693.0
13.950;8731.0
14.175;8768.3
14.400;8805.0
14.625;8841.2
14.850;8876.8
15.075;8911.9
15.300;8946.4
15.525;8980.3
15.750;9013.7
15.975;9046.6
16.200;9078.9
16.425;9110.8
16.650;9142.1
16.875;9173.0
17.100;9203.3
17.325;9233.2
17.550;9262.5
17.775;9291.5
18.000;9319.9
18.225;9347.9
18.450;9375.5
18.675;9402.6
18.900;9429.2
19.125;9455.5
19.350;9481.3
19.575;9506.7
19.800;9531.7
20.025;9556.3
20.250;9580.4
20.475;9604.3
20.700;9627.6
20.925;9650.7
21.150;9673.3
21.375;9695.6
21.600;9717.5
21.825;9739.1
22.050;9760.3
22.275;9781.2
22.500;9801.7
22.725;9821.9
22.950;9841.7
23.175;9861.2
23.400;9880.4
23.625;9899.3
23.850;9917.9
24.075;9936.2
24.300;9954.1
24.525;9971.8
24.750;9989.1
24.975;10006
25.200;10023
25.425;10040
25.650;10056
25.875;10072
26.100;10087
26.325;10103
26.550;10118
26.775;10133
27.000;10148
27.225;10162
27.450;10176
27.675;10190
27.900;10204
28.125;10217
28.350;10230
28.575;10243
28.800;10256
29.025;10269
29.250;10281
29.475;10293
29.700;10305
29.925;10317
30.150;10328
30.375;10340
30.600;10351
30.825;10362
31.050;10372
31.275;10383
31.500;10393
31.725;10403
31.950;10413
32.175;10423
32.400;10433
32.625;10442
32.850;10452
33.075;10461
33.300;10470
33.525;10479
33.750;10487
33.975;10496
34.200;10504
34.425;10512
34.650;10520
34.875;10528
35.100;10536
35.325;10544
35.550;10551
35.775;10559
36.000;10566
36.225;10573
36.450;10580
36.675;10587
36.900;10593
37.125;10600
37.350;10606
37.575;10613
37.800;10619
38.025;10625
38.250;10631
38.475;10637
38.700;10643
38.925;10648
39.150;10654
39.375;10659
39.600;10665
39.825;10670
40.050;10675
40.275;10680
40.500;10685
40.725;10690
40.950;10695
41.175;10700
41.400;10704
41.625;10709
41.850;10713
42.075;10717
42.300;10722
42.525;10726
42.750;10730
42.975;10734
43.200;10738
43.425;10742
43.650;10745
43.875;10749
44.100;10753
44.325;10756
44.550;10760
44.775;10763
45.000;10767
8.9918E-5;1.0327
0.22502;2584.4
0.45002;4068.6
0.67502;4192.0
0.90001;4305.2
1.1250;4412.1
1.3500;4513.9
1.5750;4611.7
1.8000;4706.5
2.0250;4798.7
2.2500;4888.6
2.4750;4976.5
2.7000;5062.5
2.9250;5146.7
3.1500;5229.2
3.3750;5310.1
3.6000;5389.6
3.8250;5467.6
4.0500;5544.3
4.2750;5619.7
4.5000;5693.7
4.7250;5766.5
4.9500;5838.0
5.1750;5908.3
5.4000;5977.5
5.6250;6045.5
5.8500;6112.4
6.0750;6178.2
6.3000;6243.0
6.5250;6306.7
6.7500;6369.4
6.9750;6431.1
7.2000;6491.8
7.4250;6551.6
7.6500;6610.4
7.8750;6668.3
8.1000;6725.2
8.3250;6781.3
8.5500;6836.5
8.7750;6890.8
9.0000;6944.3
9.2250;6996.9
9.4500;7048.7
9.6750;7099.7
9.9000;7149.9
10.125;7199.4
10.350;7248.0
10.575;7295.9
10.800;7343.0
11.025;7389.4
11.250;7435.1
11.475;7480.0
11.700;7524.3
11.925;7567.9
12.150;7610.8
12.375;7653.0
12.600;7694.6
12.825;7735.5
13.050;7775.8
13.275;7815.4
13.500;7854.5
13.725;7892.9
13.950;7930.8
14.175;7967.9
14.400;8004.6
14.625;8040.7
14.850;8076.2
15.075;8111.1
15.300;8145.6
15.525;8179.4
15.750;8212.8
15.975;8245.6
16.200;8277.9
16.425;8309.7
16.650;8341.0
16.875;8371.8
17.100;8402.1
17.325;8431.9
17.550;8461.3
17.775;8490.3
18.000;8518.7
18.225;8546.7
18.450;8574.2
18.675;8601.3
18.900;8628.0
19.125;8654.3
19.350;8680.1
19.575;8705.6
19.800;8730.5
20.025;8755.2
20.250;8779.4
20.475;8803.2
20.700;8826.7
20.925;8849.8
21.150;8872.5
21.375;8894.8
21.600;8916.8
21.825;8938.4
22.050;8959.7
22.275;8980.6
22.500;9001.2
22.725;9021.5
22.950;9041.4
23.175;9061.0
23.400;9080.2
23.625;9099.2
23.850;9117.9
24.075;9136.2
24.300;9154.3
24.525;9172.0
24.750;9189.5
24.975;9206.7
25.200;9223.5
25.425;9240.1
25.650;9256.4
25.875;9272.5
26.100;9288.3
26.325;9303.8
26.550;9319.1
26.775;9334.1
27.000;9348.9
27.225;9363.4
27.450;9377.7
27.675;9391.7
27.900;9405.5
28.125;9419.1
28.350;9432.4
28.575;9445.5
28.800;9458.4
29.025;9471.0
29.250;9483.5
29.475;9495.7
29.700;9507.8
29.925;9519.6
30.150;9531.2
30.375;9542.6
30.600;9553.8
30.825;9564.9
31.050;9575.7
31.275;9586.3
31.500;9596.8
31.725;9607.1
31.950;9617.2
32.175;9627.1
32.400;9636.9
32.625;9646.5
32.850;9655.9
33.075;9665.1
33.300;9674.2
33.525;9683.1
33.750;9691.9
33.975;9700.5
34.200;9709.0
34.425;9717.3
34.650;9725.5
34.875;9733.5
35.100;9741.4
35.325;9749.1
35.550;9756.7
35.775;9764.2
36.000;9771.5
36.225;9778.7
36.450;9785.7
36.675;9792.7
36.900;9799.5
37.125;9806.2
37.350;9812.7
37.575;9819.2
37.800;9825.5
38.025;9831.7
38.250;9837.8
38.475;9843.8
38.700;9849.7
38.925;9855.4
39.150;9861.1
39.375;9866.6
39.600;9872.1
39.825;9877.4
40.050;9882.7
40.275;9887.8
40.500;9892.9
40.725;9897.9
40.950;9902.7
41.175;9907.5
41.400;9912.2
41.625;9916.8
41.850;9921.3
42.075;9925.7
42.300;9930.1
42.525;9934.3
42.750;9938.5
42.975;9942.6
43.200;9946.6
43.425;9950.6
43.650;9954.4
43.875;9958.2
44.100;9961.9
44.325;9965.6
44.550;9969.2
44.775;9972.7
45.000;9976.1
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5692.0
0.90002;5814.1
1.1250;5928.1
1.3500;6036.2
1.5750;6139.9
1.8000;6239.7
2.0250;6336.1
2.2500;6429.9
2.4750;6521.1
2.7000;6610.2
2.9250;6697.1
3.1500;6782.2
3.3750;6865.6
3.6000;6947.3
3.8250;7027.4
4.0500;7106.0
4.2750;7183.2
4.5000;7258.9
4.7250;7333.2
4.9500;7406.3
5.1750;7478.1
5.4000;7548.6
5.6250;7618.1
5.8500;7686.3
6.0750;7753.4
6.3000;7819.4
6.5250;7884.3
6.7500;7948.1
6.9750;8010.8
7.2000;8072.6
7.4250;8133.3
7.6500;8193.0
7.8750;8251.7
8.1000;8309.5
8.3250;8366.4
8.5500;8422.3
8.7750;8477.4
9.0000;8531.6
9.2250;8584.9
9.4500;8637.4
9.6750;8689.0
9.9000;8739.8
10.125;8789.8
10.350;8839.0
10.575;8887.5
10.800;8935.2
11.025;8982.0
11.250;9028.2
11.475;9073.6
11.700;9118.3
11.925;9162.2
12.150;9205.6
12.375;9248.1
12.600;9290.1
12.825;9331.3
13.050;9372.0
13.275;9411.9
13.500;9451.3
13.725;9489.9
13.950;9528.0
14.175;9565.5
14.400;9602.4
14.625;9638.6
14.850;9674.4
15.075;9709.5
15.300;9744.1
15.525;9778.1
15.750;9811.6
15.975;9844.5
16.200;9877.0
16.425;9908.8
16.650;9940.3
16.875;9971.1
17.100;10002
17.325;10031
17.550;10061
17.775;10090
18.000;10118
18.225;10146
18.450;10174
18.675;10201
18.900;10228
19.125;10254
19.350;10280
19.575;10305
19.800;10330
20.025;10355
20.250;10379
20.475;10402
20.700;10426
20.925;10449
21.150;10471
21.375;10494
21.600;10516
21.825;10537
22.050;10558
22.275;10579
22.500;10600
22.725;10620
22.950;10639
23.175;10659
23.400;10678
23.625;10697
23.850;10715
24.075;10734
24.300;10752
24.525;10769
24.750;10786
24.975;10803
25.200;10820
25.425;10837
25.650;10853
25.875;10869
26.100;10884
26.325;10900
26.550;10915
26.775;10929
27.000;10944
27.225;10958
27.450;10972
27.675;10986
27.900;11000
28.125;11013
28.350;11026
28.575;11039
28.800;11052
29.025;11064
29.250;11077
29.475;11089
29.700;11101
29.925;11112
30.150;11124
30.375;11135
30.600;11146
30.825;11157
31.050;11167
31.275;11178
31.500;11188
31.725;11198
31.950;11208
32.175;11218
32.400;11227
32.625;11237
32.850;11246
33.075;11255
33.300;11264
33.525;11272
33.750;11281
33.975;11289
34.200;11298
34.425;11306
34.650;11314
34.875;11322
35.100;11329
35.325;11337
35.550;11344
35.775;11351
36.000;11359
36.225;11366
36.450;11372
36.675;11379
36.900;11386
37.125;11392
37.350;11399
37.575;11405
37.800;11411
38.025;11417
38.250;11423
38.475;11429
38.700;11435
38.925;11440
39.150;11446
39.375;11451
39.600;11456
39.825;11461
40.050;11467
40.275;11472
40.500;11476
40.725;11481
40.950;11486
41.175;11490
41.400;11495
41.625;11499
41.850;11504
42.075;11508
42.300;11512
42.525;11516
42.750;11520
42.975;11524
43.200;11528
43.425;11532
43.650;11536
43.875;11539
44.100;11543
44.325;11546
44.550;11550
44.775;11553
45.000;11556
8.9918E-5;1.0327
0.22502;2584.4
0.45003;4811.8
0.67502;4935.5
0.90002;5047.1
1.1250;5152.3
1.3500;5252.4
1.5750;5348.5
1.8000;5441.1
2.0250;5531.2
2.2500;5618.7
2.4750;5704.2
2.7000;5787.6
2.9250;5869.4
3.1500;5949.6
3.3750;6028.2
3.6000;6105.4
3.8250;6181.1
4.0500;6255.5
4.2750;6328.5
4.5000;6400.3
4.7250;6471.0
4.9500;6540.6
5.1750;6609.0
5.4000;6676.3
5.6250;6742.5
5.8500;6807.7
6.0750;6871.8
6.3000;6935.0
6.5250;6997.1
6.7500;7058.2
6.9750;7118.5
7.2000;7177.8
7.4250;7236.2
7.6500;7293.7
7.8750;7350.3
8.1000;7406.1
8.3250;7461.1
8.5500;7515.2
8.7750;7568.5
9.0000;7621.0
9.2250;7672.7
9.4500;7723.7
9.6750;7773.9
9.9000;7823.3
10.125;7872.0
10.350;7920.0
10.575;7967.3
10.800;8013.8
11.025;8059.7
11.250;8104.8
11.475;8149.4
11.700;8193.2
11.925;8236.4
12.150;8279.0
12.375;8320.9
12.600;8362.2
12.825;8402.9
13.050;8443.0
13.275;8482.5
13.500;8521.4
13.725;8559.7
13.950;8597.5
14.175;8634.7
14.400;8671.3
14.625;8707.4
14.850;8743.0
15.075;8778.0
15.300;8812.5
15.525;8846.5
15.750;8879.9
15.975;8913.0
16.200;8945.4
16.425;8977.5
16.650;9008.9
16.875;9040.0
17.100;9070.6
17.325;9100.8
17.550;9130.4
17.775;9159.7
18.000;9188.4
18.225;9216.8
18.450;9244.7
18.675;9272.3
18.900;9299.3
19.125;9326.1
19.350;9352.3
19.575;9378.2
19.800;9403.7
20.025;9428.8
20.250;9453.5
20.475;9477.9
20.700;9501.9
20.925;9525.5
21.150;9548.8
21.375;9571.7
21.600;9594.2
21.825;9616.4
22.050;9638.3
22.275;9659.8
22.500;9681.1
22.725;9701.9
22.950;9722.5
23.175;9742.7
23.400;9762.6
23.625;9782.3
23.850;9801.6
24.075;9820.6
24.300;9839.3
24.525;9857.7
24.750;9875.9
24.975;9893.7
25.200;9911.3
25.425;9928.6
25.650;9945.7
25.875;9962.4
26.100;9978.9
26.325;9995.2
26.550;10011
26.775;10027
27.000;10042
27.225;10058
27.450;10073
27.675;10087
27.900;10102
28.125;10116
28.350;10130
28.575;10144
28.800;10158
29.025;10171
29.250;10184
29.475;10197
29.700;10210
29.925;10223
30.150;10235
30.375;10247
30.600;10259
30.825;10271
31.050;10283
31.275;10294
31.500;10305
31.725;10316
31.950;10327
32.175;10338
32.400;10348
32.625;10359
32.850;10369
33.075;10379
33.300;10389
33.525;10398
33.750;10408
33.975;10417
34.200;10426
34.425;10435
34.650;10444
34.875;10453
35.100;10461
35.325;10470
35.550;10478
35.775;10486
36.000;10494
36.225;10502
36.450;10510
36.675;10518
36.900;10525
37.125;10533
37.350;10540
37.575;10547
37.800;10554
38.025;10561
38.250;10568
38.475;10574
38.700;10581
38.925;10587
39.150;10593
39.375;10600
39.600;10606
39.825;10612
40.050;10618
40.275;10623
40.500;10629
40.725;10635
40.950;10640
41.175;10645
41.400;10651
41.625;10656
41.850;10661
42.075;10666
42.300;10671
42.525;10676
42.750;10681
42.975;10685
43.200;10690
43.425;10694
43.650;10699
43.875;10703
44.100;10707
44.325;10712
44.550;10716
44.775;10720
45.000;10724
8.9918E-5;1.0327
0.22502;2584.4
0.45002;4065.3
0.67502;4182.6
0.90001;4290.1
1.1250;4391.9
1.3500;4488.8
1.5750;4582.0
1.8000;4672.4
2.0250;4760.3
2.2500;4846.0
2.4750;4929.8
2.7000;5011.9
2.9250;5092.4
3.1500;5171.3
3.3750;5248.7
3.6000;5324.6
3.8250;5399.4
4.0500;5472.9
4.2750;5545.1
4.5000;5616.2
4.7250;5686.1
4.9500;5754.8
5.1750;5822.5
5.4000;5889.0
5.6250;5954.5
5.8500;6019.1
6.0750;6082.6
6.3000;6145.1
6.5250;6206.7
6.7500;6267.3
6.9750;6327.1
7.2000;6385.9
7.4250;6443.8
7.6500;6500.9
7.8750;6557.1
8.1000;6612.4
8.3250;6667.0
8.5500;6720.7
8.7750;6773.7
9.0000;6825.8
9.2250;6877.2
9.4500;6927.8
9.6750;6977.7
9.9000;7026.8
10.125;7075.2
10.350;7122.9
10.575;7169.9
10.800;7216.2
11.025;7261.8
11.250;7306.7
11.475;7351.0
11.700;7394.6
11.925;7437.6
12.150;7479.9
12.375;7521.7
12.600;7562.7
12.825;7603.3
13.050;7643.2
13.275;7682.5
13.500;7721.2
13.725;7759.5
13.950;7797.0
14.175;7834.1
14.400;7870.6
14.625;7906.6
14.850;7942.1
15.075;7977.0
15.300;8011.4
15.525;8045.3
15.750;8078.7
15.975;8111.6
16.200;8144.0
16.425;8176.0
16.650;8207.5
16.875;8238.5
17.100;8269.0
17.325;8299.1
17.550;8328.8
17.775;8358.0
18.000;8386.7
18.225;8415.1
18.450;8443.0
18.675;8470.6
18.900;8497.6
19.125;8524.3
19.350;8550.6
19.575;8576.5
19.800;8602.0
20.025;8627.2
20.250;8651.9
20.475;8676.3
20.700;8700.3
20.925;8724.0
21.150;8747.3
21.375;8770.2
21.600;8792.8
21.825;8815.1
22.050;8837.0
22.275;8858.6
22.500;8879.9
22.725;8900.8
22.950;8921.4
23.175;8941.7
23.400;8961.7
23.625;8981.4
23.850;9000.8
24.075;9019.9
24.300;9038.7
24.525;9057.2
24.750;9075.4
24.975;9093.3
25.200;9111.0
25.425;9128.4
25.650;9145.5
25.875;9162.4
26.100;9179.0
26.325;9195.3
26.550;9211.4
26.775;9227.2
27.000;9242.8
27.225;9258.1
27.450;9273.2
27.675;9288.1
27.900;9302.7
28.125;9317.1
28.350;9331.3
28.575;9345.3
28.800;9359.0
29.025;9372.5
29.250;9385.8
29.475;9398.9
29.700;9411.8
29.925;9424.5
30.150;9436.9
30.375;9449.2
30.600;9461.3
30.825;9473.2
31.050;9484.8
31.275;9496.3
31.500;9507.7
31.725;9518.8
31.950;9529.8
32.175;9540.5
32.400;9551.1
32.625;9561.6
32.850;9571.8
33.075;9581.9
33.300;9591.9
33.525;9601.6
33.750;9611.2
33.975;9620.7
34.200;9630.0
34.425;9639.1
34.650;9648.1
34.875;9656.9
35.100;9665.6
35.325;9674.2
35.550;9682.6
35.775;9690.9
36.000;9699.0
36.225;9707.0
36.450;9714.9
36.675;9722.6
36.900;9730.2
37.125;9737.7
37.350;9745.0
37.575;9752.2
37.800;9759.3
38.025;9766.3
38.250;9773.2
38.475;9779.9
38.700;9786.6
38.925;9793.1
39.150;9799.5
39.375;9805.8
39.600;9812.0
39.825;9818.1
40.050;9824.0
40.275;9829.9
40.500;9835.7
40.725;9841.3
40.950;9846.9
41.175;9852.4
41.400;9857.8
41.625;9863.1
41.850;9868.3
42.075;9873.4
42.300;9878.4
42.525;9883.3
42.750;9888.2
42.975;9892.9
43.200;9897.6
43.425;9902.2
43.650;9906.7
43.875;9911.1
44.100;9915.5
44.325;9919.7
44.550;9923.9
44.775;9928.1
45.000;9932.1
8.9918E-5;1.0327
0.22502;2584.4
0.45004;5168.9
0.67503;5686.1
0.90002;5802.0
1.1250;5910.4
1.3500;6013.3
1.5750;6112.1
1.8000;6207.3
2.0250;6299.3
2.2500;6388.8
2.4750;6475.9
2.7000;6561.0
2.9250;6644.1
3.1500;6725.4
3.3750;6805.2
3.6000;6883.5
3.8250;6960.2
4.0500;7035.6
4.2750;7109.6
4.5000;7182.3
4.7250;7253.8
4.9500;7324.0
5.1750;7393.0
5.4000;7460.9
5.6250;7527.8
5.8500;7593.6
6.0750;7658.3
6.3000;7722.0
6.5250;7784.8
6.7500;7846.5
6.9750;7907.3
7.2000;7967.1
7.4250;8026.0
7.6500;8083.9
7.8750;8141.0
8.1000;8197.2
8.3250;8252.5
8.5500;8307.0
8.7750;8360.6
9.0000;8413.5
9.2250;8465.5
9.4500;8516.8
9.6750;8567.4
9.9000;8617.0
10.125;8666.1
10.350;8714.3
10.575;8761.8
10.800;8808.6
11.025;8854.7
11.250;8900.1
11.475;8944.9
11.700;8988.9
11.925;9032.3
12.150;9075.0
12.375;9117.2
12.600;9158.6
12.825;9199.5
13.050;9239.7
13.275;9279.4
13.500;9318.4
13.725;9356.9
13.950;9394.8
14.175;9432.1
14.400;9468.8
14.625;9505.1
14.850;9540.7
15.075;9575.9
15.300;9610.5
15.525;9644.6
15.750;9678.1
15.975;9711.2
16.200;9743.7
16.425;9775.8
16.650;9807.4
16.875;9838.5
17.100;9869.1
17.325;9899.3
17.550;9929.0
17.775;9958.3
18.000;9987.1
18.225;10016
18.450;10043
18.675;10071
18.900;10098
19.125;10125
19.350;10151
19.575;10177
19.800;10203
20.025;10228
20.250;10252
20.475;10277
20.700;10301
20.925;10324
21.150;10347
21.375;10370
21.600;10393
21.825;10415
22.050;10437
22.275;10458
22.500;10480
22.725;10500
22.950;10521
23.175;10541
23.400;10561
23.625;10581
23.850;10600
24.075;10619
24.300;10637
24.525;10656
24.750;10674
24.975;10692
25.200;10709
25.425;10726
25.650;10743
25.875;10760
26.100;10777
26.325;10793
26.550;10809
26.775;10824
27.000;10840
27.225;10855
27.450;10870
27.675;10884
27.900;10899
28.125;10913
28.350;10927
28.575;10941
28.800;10954
29.025;10968
29.250;10981
29.475;10994
29.700;11006
29.925;11019
30.150;11031
30.375;11043
30.600;11055
30.825;11067
31.050;11078
31.275;11090
31.500;11101
31.725;11112
31.950;11123
32.175;11133
32.400;11144
32.625;11154
32.850;11164
33.075;11174
33.300;11183
33.525;11193
33.750;11202
33.975;11212
34.200;11221
34.425;11230
34.650;11239
34.875;11247
35.100;11256
35.325;11264
35.550;11272
35.775;11280
36.000;11288
36.225;11296
36.450;11304
36.675;11311
36.900;11319
37.125;11326
37.350;11333
37.575;11340
37.800;11347
38.025;11354
38.250;11360
38.475;11367
38.700;11374
38.925;11380
39.150;11386
39.375;11392
39.600;11398
39.825;11404
40.050;11410
40.275;11416
40.500;11421
40.725;11427
40.950;11432
41.175;11437
41.400;11443
41.625;11448
41.850;11453
42.075;11458
42.300;11463
42.525;11467
42.750;11472
42.975;11477
43.200;11481
43.425;11485
43.650;11490
43.875;11494
44.100;11498
44.325;11502
44.550;11506
44.775;11510
45.000;11514
8.9918E-5;1.0327
0.22502;2584.4
0.45003;4810.7
0.67502;4927.6
0.90002;5033.3
1.1250;5133.1
1.3500;5228.1
1.5750;5319.2
1.8000;5407.4
2.0250;5492.9
2.2500;5576.2
2.4750;5657.5
2.7000;5736.9
2.9250;5814.8
3.1500;5891.2
3.3750;5966.1
3.6000;6039.7
3.8250;6112.0
4.0500;6183.1
4.2750;6252.9
4.5000;6321.6
4.7250;6389.2
4.9500;6455.8
5.1750;6521.4
5.4000;6585.9
5.6250;6649.5
5.8500;6712.1
6.0750;6773.8
6.3000;6834.6
6.5250;6894.4
6.7500;6953.4
6.9750;7011.5
7.2000;7068.7
7.4250;7125.1
7.6500;7180.7
7.8750;7235.6
8.1000;7289.6
8.3250;7342.9
8.5500;7395.4
8.7750;7447.1
9.0000;7498.2
9.2250;7548.5
9.4500;7598.1
9.6750;7647.0
9.9000;7695.2
10.125;7742.7
10.350;7789.5
10.575;7835.8
10.800;7881.3
11.025;7926.3
11.250;7970.5
11.475;8014.2
11.700;8057.3
11.925;8099.8
12.150;8141.6
12.375;8182.9
12.600;8223.6
12.825;8263.8
13.050;8303.3
13.275;8342.4
13.500;8380.9
13.725;8418.8
13.950;8456.2
14.175;8493.1
14.400;8529.5
14.625;8565.4
14.850;8600.7
15.075;8635.6
15.300;8670.0
15.525;8703.9
15.750;8737.3
15.975;8770.3
16.200;8802.8
16.425;8834.8
16.650;8866.4
16.875;8897.6
17.100;8928.3
17.325;8958.6
17.550;8988.4
17.775;9017.9
18.000;9046.9
18.225;9075.5
18.450;9103.7
18.675;9131.6
18.900;9159.0
19.125;9186.0
19.350;9212.7
19.575;9239.0
19.800;9264.9
20.025;9290.4
