% Model,model2.mph
% Version,COMSOL 6.1.0.357
% Date,"Jul 6 2023, 10:23"
% Dimension,1
% Nodes,201
% Expressions,27
% Description,Point graph
% Time (s);Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung;Erste Hauptspannung
555.00;0.11913;0.10896;0.12926;0.11789;0.10772;0.12804;0.11652;0.10633;0.12668;0.12742;0.11724;0.13757;0.12599;0.11580;0.13615;0.12440;0.11419;0.13457;0.11079;0.10065;0.12091;0.10975;0.099599;0.11988;0.10860;0.098428;0.11873
560.00;0.11931;0.10915;0.12944;0.11809;0.10791;0.12823;0.11672;0.10653;0.12688;0.12763;0.11745;0.13778;0.12621;0.11602;0.13638;0.12463;0.11443;0.13481;0.11095;0.10080;0.12107;0.10992;0.099762;0.12005;0.10876;0.098599;0.11890
565.00;0.11949;0.10933;0.12962;0.11827;0.10810;0.12842;0.11692;0.10673;0.12707;0.12784;0.11766;0.13799;0.12643;0.11624;0.13660;0.12486;0.11466;0.13504;0.11110;0.10096;0.12122;0.11008;0.099922;0.12020;0.10893;0.098766;0.11907
570.00;0.11967;0.10951;0.12980;0.11846;0.10829;0.12861;0.11711;0.10693;0.12727;0.12805;0.11787;0.13820;0.12665;0.11646;0.13681;0.12509;0.11489;0.13526;0.11125;0.10111;0.12136;0.11023;0.10008;0.12036;0.10910;0.098932;0.11923
575.00;0.11984;0.10968;0.12997;0.11864;0.10847;0.12879;0.11731;0.10712;0.12746;0.12825;0.11807;0.13840;0.12686;0.11667;0.13702;0.12531;0.11511;0.13548;0.11139;0.10125;0.12151;0.11039;0.10024;0.12051;0.10926;0.099095;0.11939
580.00;0.12001;0.10985;0.13014;0.11883;0.10866;0.12897;0.11749;0.10731;0.12765;0.12845;0.11827;0.13860;0.12707;0.11688;0.13723;0.12553;0.11533;0.13570;0.11154;0.10140;0.12165;0.11054;0.10039;0.12066;0.10942;0.099255;0.11955
585.00;0.12018;0.11002;0.13031;0.11900;0.10883;0.12914;0.11768;0.10750;0.12783;0.12865;0.11847;0.13879;0.12728;0.11709;0.13744;0.12575;0.11555;0.13592;0.11168;0.10154;0.12179;0.11069;0.10054;0.12081;0.10957;0.099413;0.11971
590.00;0.12034;0.11019;0.13047;0.11918;0.10901;0.12932;0.11786;0.10769;0.12802;0.12884;0.11867;0.13898;0.12748;0.11730;0.13764;0.12596;0.11576;0.13613;0.11181;0.10168;0.12193;0.11083;0.10069;0.12096;0.10973;0.099569;0.11986
595.00;0.12051;0.11035;0.13063;0.11935;0.10918;0.12949;0.11805;0.10787;0.12820;0.12903;0.11886;0.13917;0.12768;0.11750;0.13784;0.12617;0.11597;0.13634;0.11195;0.10182;0.12206;0.11098;0.10083;0.12110;0.10988;0.099723;0.12001
600.00;0.12067;0.11052;0.13079;0.11952;0.10935;0.12966;0.11822;0.10805;0.12837;0.12921;0.11904;0.13935;0.12788;0.11770;0.13803;0.12638;0.11618;0.13654;0.11208;0.10195;0.12219;0.11112;0.10097;0.12124;0.11003;0.099874;0.12016
605.00;0.12082;0.11067;0.13095;0.11968;0.10952;0.12982;0.11840;0.10822;0.12855;0.12940;0.11923;0.13953;0.12807;0.11789;0.13822;0.12658;0.11639;0.13675;0.11221;0.10208;0.12232;0.11126;0.10112;0.12138;0.11018;0.10002;0.12031
610.00;0.12098;0.11083;0.13110;0.11985;0.10969;0.12998;0.11857;0.10840;0.12872;0.12957;0.11941;0.13971;0.12826;0.11808;0.13841;0.12678;0.11659;0.13695;0.11234;0.10221;0.12245;0.11140;0.10125;0.12151;0.11032;0.10017;0.12045
615.00;0.12113;0.11098;0.13125;0.12001;0.10985;0.13014;0.11874;0.10857;0.12889;0.12975;0.11959;0.13989;0.12845;0.11827;0.13860;0.12698;0.11679;0.13714;0.11247;0.10234;0.12258;0.11153;0.10139;0.12165;0.11047;0.10031;0.12060
620.00;0.12128;0.11113;0.13140;0.12017;0.11001;0.13030;0.11891;0.10874;0.12906;0.12992;0.11976;0.14006;0.12863;0.11846;0.13878;0.12718;0.11699;0.13734;0.11259;0.10247;0.12270;0.11166;0.10152;0.12178;0.11061;0.10046;0.12074
625.00;0.12142;0.11128;0.13154;0.12032;0.11017;0.13045;0.11908;0.10891;0.12922;0.13009;0.11993;0.14023;0.12882;0.11864;0.13896;0.12737;0.11718;0.13753;0.11272;0.10259;0.12282;0.11179;0.10166;0.12191;0.11075;0.10060;0.12087
630.00;0.12157;0.11142;0.13168;0.12048;0.11032;0.13061;0.11924;0.10907;0.12938;0.13026;0.12010;0.14039;0.12899;0.11882;0.13914;0.12756;0.11737;0.13772;0.11284;0.10271;0.12294;0.11192;0.10179;0.12204;0.11088;0.10073;0.12101
635.00;0.12171;0.11157;0.13182;0.12063;0.11047;0.13075;0.11940;0.10923;0.12954;0.13043;0.12027;0.14056;0.12917;0.11900;0.13931;0.12774;0.11756;0.13790;0.11295;0.10283;0.12305;0.11205;0.10191;0.12216;0.11102;0.10087;0.12114
640.00;0.12184;0.11171;0.13196;0.12077;0.11062;0.13090;0.11956;0.10939;0.12970;0.13059;0.12043;0.14072;0.12934;0.11917;0.13948;0.12793;0.11774;0.13808;0.11307;0.10295;0.12317;0.11217;0.10204;0.12228;0.11115;0.10100;0.12127
645.00;0.12198;0.11184;0.13209;0.12092;0.11077;0.13105;0.11971;0.10955;0.12985;0.13075;0.12059;0.14087;0.12951;0.11934;0.13965;0.12811;0.11792;0.13826;0.11318;0.10306;0.12328;0.11229;0.10216;0.12240;0.11128;0.10114;0.12140
650.00;0.12211;0.11198;0.13222;0.12106;0.11091;0.13119;0.11987;0.10970;0.13000;0.13090;0.12075;0.14103;0.12968;0.11951;0.13982;0.12829;0.11810;0.13844;0.11329;0.10318;0.12339;0.11241;0.10228;0.12252;0.11141;0.10126;0.12153
655.00;0.12224;0.11211;0.13235;0.12120;0.11106;0.13133;0.12002;0.10985;0.13015;0.13105;0.12090;0.14118;0.12984;0.11968;0.13998;0.12846;0.11828;0.13861;0.11340;0.10329;0.12350;0.11253;0.10240;0.12264;0.11154;0.10139;0.12166
660.00;0.12237;0.11224;0.13248;0.12134;0.11120;0.13146;0.12016;0.11000;0.13030;0.13120;0.12106;0.14133;0.13000;0.11984;0.14014;0.12863;0.11845;0.13879;0.11351;0.10340;0.12360;0.11265;0.10252;0.12275;0.11166;0.10152;0.12178
665.00;0.12250;0.11237;0.13261;0.12148;0.11134;0.13160;0.12031;0.11015;0.13044;0.13135;0.12120;0.14147;0.13016;0.12000;0.14030;0.12881;0.11863;0.13896;0.11362;0.10350;0.12371;0.11276;0.10264;0.12287;0.11178;0.10164;0.12190
670.00;0.12262;0.11249;0.13273;0.12161;0.11147;0.13173;0.12045;0.11030;0.13059;0.13150;0.12135;0.14162;0.13032;0.12016;0.14045;0.12897;0.11880;0.13912;0.11372;0.10361;0.12381;0.11287;0.10275;0.12298;0.11190;0.10176;0.12202
675.00;0.12274;0.11262;0.13285;0.12175;0.11160;0.13186;0.12060;0.11044;0.13073;0.13164;0.12150;0.14176;0.13047;0.12031;0.14061;0.12914;0.11896;0.13928;0.11382;0.10371;0.12391;0.11298;0.10286;0.12309;0.11202;0.10188;0.12214
680.00;0.12286;0.11274;0.13297;0.12187;0.11174;0.13199;0.12074;0.11058;0.13087;0.13178;0.12164;0.14190;0.13063;0.12047;0.14076;0.12930;0.11913;0.13945;0.11392;0.10381;0.12401;0.11309;0.10297;0.12319;0.11214;0.10200;0.12225
685.00;0.12298;0.11286;0.13308;0.12200;0.11186;0.13212;0.12087;0.11072;0.13100;0.13192;0.12178;0.14203;0.13077;0.12062;0.14090;0.12946;0.11929;0.13960;0.11402;0.10391;0.12410;0.11320;0.10308;0.12330;0.11225;0.10212;0.12237
690.00;0.12310;0.11298;0.13320;0.12213;0.11199;0.13224;0.12101;0.11086;0.13114;0.13205;0.12191;0.14216;0.13092;0.12077;0.14105;0.12962;0.11945;0.13976;0.11411;0.10401;0.12420;0.11330;0.10319;0.12340;0.11237;0.10223;0.12248
695.00;0.12321;0.11309;0.13331;0.12225;0.11212;0.13236;0.12114;0.11099;0.13127;0.13218;0.12205;0.14229;0.13106;0.12091;0.14119;0.12977;0.11960;0.13991;0.11421;0.10410;0.12429;0.11341;0.10329;0.12350;0.11248;0.10235;0.12259
700.00;0.12332;0.11320;0.13342;0.12237;0.11224;0.13248;0.12127;0.11112;0.13140;0.13231;0.12218;0.14242;0.13121;0.12105;0.14133;0.12993;0.11976;0.14007;0.11430;0.10420;0.12438;0.11351;0.10339;0.12360;0.11259;0.10246;0.12270
705.00;0.12343;0.11331;0.13352;0.12249;0.11236;0.13260;0.12140;0.11125;0.13153;0.13244;0.12231;0.14255;0.13134;0.12120;0.14147;0.13008;0.11991;0.14021;0.11439;0.10429;0.12447;0.11361;0.10349;0.12370;0.11270;0.10257;0.12280
710.00;0.12354;0.11342;0.13363;0.12261;0.11248;0.13271;0.12153;0.11138;0.13165;0.13257;0.12244;0.14267;0.13148;0.12133;0.14160;0.13022;0.12006;0.14036;0.11448;0.10438;0.12456;0.11370;0.10359;0.12380;0.11280;0.10267;0.12291
715.00;0.12364;0.11353;0.13373;0.12272;0.11259;0.13283;0.12165;0.11151;0.13177;0.13269;0.12256;0.14279;0.13162;0.12147;0.14174;0.13037;0.12021;0.14051;0.11457;0.10447;0.12465;0.11380;0.10369;0.12389;0.11291;0.10278;0.12301
720.00;0.12374;0.11363;0.13383;0.12284;0.11271;0.13294;0.12178;0.11163;0.13190;0.13281;0.12268;0.14291;0.13175;0.12160;0.14187;0.13051;0.12035;0.14065;0.11465;0.10456;0.12473;0.11389;0.10378;0.12398;0.11301;0.10288;0.12311
725.00;0.12385;0.11374;0.13393;0.12295;0.11282;0.13305;0.12190;0.11176;0.13202;0.13293;0.12280;0.14303;0.13188;0.12174;0.14199;0.13065;0.12049;0.14079;0.11474;0.10464;0.12481;0.11399;0.10388;0.12408;0.11311;0.10299;0.12321
730.00;0.12394;0.11384;0.13403;0.12306;0.11293;0.13316;0.12202;0.11188;0.13213;0.13304;0.12292;0.14315;0.13200;0.12186;0.14212;0.13079;0.12064;0.14093;0.11482;0.10473;0.12489;0.11408;0.10397;0.12417;0.11321;0.10309;0.12331
735.00;0.12404;0.11394;0.13413;0.12316;0.11304;0.13326;0.12213;0.11200;0.13225;0.13316;0.12304;0.14326;0.13213;0.12199;0.14224;0.13093;0.12077;0.14106;0.11490;0.10481;0.12497;0.11417;0.10406;0.12425;0.11331;0.10319;0.12341
740.00;0.12414;0.11403;0.13422;0.12327;0.11315;0.13337;0.12225;0.11211;0.13236;0.13327;0.12315;0.14337;0.13225;0.12212;0.14237;0.13106;0.12091;0.14119;0.11498;0.10489;0.12505;0.11425;0.10415;0.12434;0.11340;0.10329;0.12350
745.00;0.12423;0.11413;0.13431;0.12337;0.11325;0.13347;0.12236;0.11223;0.13248;0.13338;0.12326;0.14348;0.13237;0.12224;0.14249;0.13120;0.12104;0.14133;0.11506;0.10497;0.12513;0.11434;0.10424;0.12442;0.11350;0.10338;0.12360
750.00;0.12432;0.11422;0.13441;0.12347;0.11336;0.13357;0.12247;0.11234;0.13259;0.13349;0.12337;0.14358;0.13249;0.12236;0.14260;0.13133;0.12118;0.14145;0.11513;0.10505;0.12520;0.11443;0.10433;0.12451;0.11359;0.10348;0.12369
755.00;0.12441;0.11432;0.13449;0.12357;0.11346;0.13367;0.12258;0.11245;0.13269;0.13360;0.12348;0.14369;0.13261;0.12248;0.14272;0.13146;0.12131;0.14158;0.11521;0.10512;0.12528;0.11451;0.10441;0.12459;0.11368;0.10357;0.12378
760.00;0.12450;0.11441;0.13458;0.12367;0.11356;0.13377;0.12269;0.11256;0.13280;0.13370;0.12359;0.14379;0.13273;0.12260;0.14283;0.13158;0.12144;0.14171;0.11528;0.10520;0.12535;0.11459;0.10449;0.12467;0.11377;0.10366;0.12387
765.00;0.12459;0.11449;0.13467;0.12377;0.11366;0.13386;0.12280;0.11267;0.13291;0.13380;0.12369;0.14389;0.13284;0.12271;0.14294;0.13171;0.12156;0.14183;0.11535;0.10527;0.12542;0.11467;0.10458;0.12475;0.11386;0.10375;0.12396
770.00;0.12468;0.11458;0.13475;0.12386;0.11375;0.13395;0.12290;0.11278;0.13301;0.13390;0.12379;0.14399;0.13295;0.12282;0.14305;0.13183;0.12169;0.14195;0.11543;0.10535;0.12549;0.11475;0.10466;0.12483;0.11395;0.10384;0.12404
775.00;0.12476;0.11467;0.13483;0.12396;0.11385;0.13405;0.12301;0.11288;0.13311;0.13400;0.12389;0.14409;0.13306;0.12294;0.14316;0.13195;0.12181;0.14207;0.11550;0.10542;0.12556;0.11483;0.10473;0.12490;0.11404;0.10393;0.12413
780.00;0.12484;0.11475;0.13491;0.12405;0.11394;0.13414;0.12311;0.11298;0.13321;0.13410;0.12399;0.14418;0.13317;0.12304;0.14327;0.13207;0.12193;0.14219;0.11556;0.10549;0.12563;0.11490;0.10481;0.12498;0.11412;0.10401;0.12421
785.00;0.12492;0.11483;0.13499;0.12414;0.11403;0.13422;0.12321;0.11309;0.13331;0.13419;0.12409;0.14427;0.13327;0.12315;0.14337;0.13219;0.12205;0.14230;0.11563;0.10555;0.12569;0.11498;0.10489;0.12505;0.11420;0.10410;0.12429
790.00;0.12500;0.11491;0.13507;0.12423;0.11412;0.13431;0.12331;0.11319;0.13341;0.13428;0.12418;0.14437;0.13338;0.12326;0.14347;0.13230;0.12216;0.14242;0.11570;0.10562;0.12576;0.11505;0.10496;0.12512;0.11429;0.10418;0.12437
795.00;0.12508;0.11499;0.13515;0.12431;0.11421;0.13440;0.12340;0.11328;0.13350;0.13437;0.12428;0.14446;0.13348;0.12336;0.14357;0.13241;0.12228;0.14253;0.11576;0.10569;0.12582;0.11512;0.10504;0.12520;0.11437;0.10426;0.12445
800.00;0.12515;0.11507;0.13522;0.12440;0.11430;0.13448;0.12350;0.11338;0.13360;0.13446;0.12437;0.14454;0.13358;0.12346;0.14367;0.13253;0.12239;0.14264;0.11582;0.10575;0.12588;0.11520;0.10511;0.12527;0.11445;0.10434;0.12453
805.00;0.12523;0.11515;0.13530;0.12448;0.11438;0.13456;0.12359;0.11348;0.13369;0.13455;0.12446;0.14463;0.13368;0.12356;0.14377;0.13263;0.12250;0.14274;0.11589;0.10582;0.12594;0.11527;0.10518;0.12533;0.11452;0.10442;0.12461
810.00;0.12530;0.11522;0.13537;0.12456;0.11447;0.13464;0.12368;0.11357;0.13378;0.13464;0.12454;0.14471;0.13377;0.12366;0.14387;0.13274;0.12261;0.14285;0.11595;0.10588;0.12600;0.11533;0.10525;0.12540;0.11460;0.10450;0.12468
815.00;0.12537;0.11529;0.13544;0.12465;0.11455;0.13472;0.12377;0.11366;0.13387;0.13472;0.12463;0.14480;0.13387;0.12376;0.14396;0.13285;0.12272;0.14296;0.11601;0.10594;0.12606;0.11540;0.10532;0.12547;0.11468;0.10458;0.12476
820.00;0.12544;0.11537;0.13551;0.12473;0.11463;0.13480;0.12386;0.11375;0.13396;0.13481;0.12471;0.14488;0.13396;0.12385;0.14405;0.13295;0.12282;0.14306;0.11606;0.10600;0.12612;0.11547;0.10539;0.12553;0.11475;0.10465;0.12483
825.00;0.12551;0.11544;0.13558;0.12480;0.11471;0.13488;0.12395;0.11384;0.13404;0.13489;0.12480;0.14496;0.13405;0.12395;0.14414;0.13305;0.12293;0.14316;0.11612;0.10606;0.12617;0.11553;0.10545;0.12560;0.11482;0.10473;0.12490
830.00;0.12558;0.11551;0.13564;0.12488;0.11479;0.13495;0.12404;0.11393;0.13413;0.13497;0.12488;0.14504;0.13414;0.12404;0.14423;0.13316;0.12303;0.14326;0.11618;0.10611;0.12623;0.11560;0.10552;0.12566;0.11489;0.10480;0.12497
835.00;0.12565;0.11557;0.13571;0.12495;0.11486;0.13503;0.12412;0.11401;0.13421;0.13504;0.12496;0.14511;0.13423;0.12413;0.14432;0.13325;0.12313;0.14336;0.11623;0.10617;0.12628;0.11566;0.10558;0.12572;0.11496;0.10487;0.12504
840.00;0.12571;0.11564;0.13577;0.12503;0.11494;0.13510;0.12420;0.11410;0.13429;0.13512;0.12504;0.14519;0.13432;0.12422;0.14440;0.13335;0.12323;0.14345;0.11629;0.10623;0.12634;0.11572;0.10564;0.12578;0.11503;0.10494;0.12511
845.00;0.12578;0.11571;0.13584;0.12510;0.11501;0.13517;0.12429;0.11418;0.13437;0.13520;0.12511;0.14526;0.13440;0.12430;0.14449;0.13345;0.12333;0.14355;0.11634;0.10628;0.12639;0.11578;0.10571;0.12584;0.11510;0.10501;0.12517
850.00;0.12584;0.11577;0.13590;0.12517;0.11509;0.13524;0.12437;0.11426;0.13445;0.13527;0.12519;0.14534;0.13449;0.12439;0.14457;0.13354;0.12343;0.14364;0.11639;0.10633;0.12644;0.11584;0.10577;0.12590;0.11517;0.10508;0.12524
855.00;0.12590;0.11583;0.13596;0.12524;0.11516;0.13531;0.12445;0.11434;0.13453;0.13534;0.12526;0.14541;0.13457;0.12447;0.14465;0.13364;0.12352;0.14373;0.11644;0.10639;0.12649;0.11590;0.10583;0.12595;0.11523;0.10515;0.12531
860.00;0.12596;0.11589;0.13602;0.12531;0.11523;0.13538;0.12452;0.11442;0.13461;0.13541;0.12533;0.14548;0.13465;0.12455;0.14473;0.13373;0.12361;0.14382;0.11649;0.10644;0.12654;0.11595;0.10588;0.12601;0.11530;0.10521;0.12537
865.00;0.12602;0.11595;0.13608;0.12538;0.11530;0.13545;0.12460;0.11450;0.13468;0.13548;0.12541;0.14555;0.13473;0.12464;0.14481;0.13382;0.12370;0.14391;0.11654;0.10649;0.12659;0.11601;0.10594;0.12607;0.11536;0.10528;0.12543
870.00;0.12608;0.11601;0.13613;0.12545;0.11537;0.13551;0.12468;0.11458;0.13476;0.13555;0.12548;0.14561;0.13481;0.12471;0.14488;0.13391;0.12379;0.14400;0.11659;0.10654;0.12664;0.11607;0.10600;0.12612;0.11543;0.10534;0.12549
875.00;0.12614;0.11607;0.13619;0.12551;0.11543;0.13557;0.12475;0.11465;0.13483;0.13562;0.12554;0.14568;0.13488;0.12479;0.14496;0.13399;0.12388;0.14408;0.11664;0.10659;0.12668;0.11612;0.10605;0.12617;0.11549;0.10541;0.12555
880.00;0.12619;0.11613;0.13624;0.12557;0.11550;0.13564;0.12482;0.11473;0.13490;0.13568;0.12561;0.14574;0.13496;0.12487;0.14503;0.13408;0.12397;0.14417;0.11669;0.10663;0.12673;0.11617;0.10611;0.12623;0.11555;0.10547;0.12561
885.00;0.12625;0.11619;0.13630;0.12564;0.11556;0.13570;0.12489;0.11480;0.13497;0.13575;0.12568;0.14581;0.13503;0.12495;0.14510;0.13416;0.12406;0.14425;0.11673;0.10668;0.12678;0.11622;0.10616;0.12628;0.11561;0.10553;0.12567
890.00;0.12630;0.11624;0.13635;0.12570;0.11562;0.13576;0.12497;0.11487;0.13504;0.13581;0.12574;0.14587;0.13511;0.12502;0.14518;0.13424;0.12414;0.14433;0.11678;0.10673;0.12682;0.11628;0.10621;0.12633;0.11567;0.10559;0.12573
895.00;0.12635;0.11629;0.13640;0.12576;0.11569;0.13582;0.12503;0.11494;0.13511;0.13587;0.12581;0.14593;0.13518;0.12509;0.14525;0.13433;0.12422;0.14441;0.11682;0.10677;0.12686;0.11633;0.10626;0.12638;0.11572;0.10565;0.12579
900.00;0.12641;0.11635;0.13645;0.12582;0.11575;0.13588;0.12510;0.11501;0.13517;0.13594;0.12587;0.14599;0.13525;0.12516;0.14531;0.13441;0.12430;0.14449;0.11687;0.10681;0.12691;0.11638;0.10631;0.12643;0.11578;0.10570;0.12584
905.00;0.12646;0.11640;0.13651;0.12588;0.11581;0.13594;0.12517;0.11508;0.13524;0.13600;0.12593;0.14605;0.13532;0.12523;0.14538;0.13448;0.12438;0.14457;0.11691;0.10686;0.12695;0.11642;0.10636;0.12647;0.11584;0.10576;0.12590
910.00;0.12651;0.11645;0.13655;0.12594;0.11587;0.13599;0.12524;0.11515;0.13531;0.13605;0.12599;0.14611;0.13538;0.12530;0.14545;0.13456;0.12446;0.14464;0.11695;0.10690;0.12699;0.11647;0.10641;0.12652;0.11589;0.10582;0.12595
915.00;0.12656;0.11650;0.13660;0.12599;0.11592;0.13605;0.12530;0.11522;0.13537;0.13611;0.12605;0.14616;0.13545;0.12537;0.14551;0.13464;0.12454;0.14472;0.11699;0.10694;0.12703;0.11652;0.10646;0.12657;0.11594;0.10587;0.12600
920.00;0.12661;0.11655;0.13665;0.12605;0.11598;0.13610;0.12536;0.11528;0.13543;0.13617;0.12610;0.14622;0.13551;0.12544;0.14558;0.13471;0.12462;0.14479;0.11703;0.10698;0.12707;0.11657;0.10651;0.12661;0.11600;0.10593;0.12605
925.00;0.12665;0.11660;0.13670;0.12610;0.11604;0.13616;0.12543;0.11534;0.13549;0.13622;0.12616;0.14627;0.13558;0.12550;0.14564;0.13479;0.12469;0.14486;0.11707;0.10702;0.12711;0.11661;0.10655;0.12666;0.11605;0.10598;0.12611
930.00;0.12670;0.11665;0.13674;0.12616;0.11609;0.13621;0.12549;0.11541;0.13555;0.13628;0.12622;0.14633;0.13564;0.12557;0.14570;0.13486;0.12477;0.14493;0.11711;0.10706;0.12715;0.11666;0.10660;0.12670;0.11610;0.10603;0.12616
935.00;0.12675;0.11669;0.13679;0.12621;0.11614;0.13626;0.12555;0.11547;0.13561;0.13633;0.12627;0.14638;0.13570;0.12563;0.14576;0.13493;0.12484;0.14500;0.11715;0.10710;0.12719;0.11670;0.10664;0.12674;0.11615;0.10608;0.12621
940.00;0.12679;0.11674;0.13683;0.12626;0.11620;0.13631;0.12561;0.11553;0.13567;0.13638;0.12633;0.14643;0.13576;0.12569;0.14582;0.13500;0.12491;0.14507;0.11719;0.10714;0.12722;0.11674;0.10669;0.12679;0.11620;0.10613;0.12625
945.00;0.12683;0.11678;0.13688;0.12631;0.11625;0.13636;0.12567;0.11559;0.13573;0.13644;0.12638;0.14648;0.13582;0.12575;0.14588;0.13507;0.12498;0.14514;0.11722;0.10718;0.12726;0.11678;0.10673;0.12683;0.11625;0.10618;0.12630
950.00;0.12688;0.11683;0.13692;0.12636;0.11630;0.13641;0.12572;0.11565;0.13579;0.13649;0.12643;0.14653;0.13588;0.12581;0.14594;0.13514;0.12505;0.14521;0.11726;0.10721;0.12730;0.11683;0.10677;0.12687;0.11630;0.10623;0.12635
955.00;0.12692;0.11687;0.13696;0.12641;0.11635;0.13646;0.12578;0.11571;0.13584;0.13654;0.12648;0.14658;0.13594;0.12587;0.14599;0.13520;0.12512;0.14527;0.11730;0.10725;0.12733;0.11687;0.10682;0.12691;0.11634;0.10628;0.12640
960.00;0.12696;0.11691;0.13700;0.12646;0.11640;0.13651;0.12584;0.11576;0.13590;0.13658;0.12653;0.14663;0.13600;0.12593;0.14605;0.13527;0.12518;0.14534;0.11733;0.10729;0.12737;0.11691;0.10686;0.12695;0.11639;0.10633;0.12644
965.00;0.12700;0.11695;0.13704;0.12650;0.11645;0.13655;0.12589;0.11582;0.13595;0.13663;0.12658;0.14668;0.13605;0.12598;0.14610;0.13533;0.12525;0.14540;0.11737;0.10732;0.12740;0.11695;0.10690;0.12699;0.11644;0.10637;0.12649
970.00;0.12704;0.11700;0.13709;0.12655;0.11649;0.13660;0.12595;0.11587;0.13600;0.13668;0.12663;0.14673;0.13610;0.12604;0.14616;0.13539;0.12531;0.14546;0.11740;0.10736;0.12744;0.11699;0.10694;0.12703;0.11648;0.10642;0.12653
975.00;0.12708;0.11704;0.13712;0.12660;0.11654;0.13664;0.12600;0.11593;0.13605;0.13673;0.12667;0.14677;0.13616;0.12609;0.14621;0.13546;0.12538;0.14552;0.11743;0.10739;0.12747;0.11702;0.10698;0.12707;0.11652;0.10647;0.12657
980.00;0.12712;0.11708;0.13716;0.12664;0.11659;0.13669;0.12605;0.11598;0.13611;0.13677;0.12672;0.14682;0.13621;0.12615;0.14626;0.13552;0.12544;0.14558;0.11747;0.10742;0.12750;0.11706;0.10701;0.12710;0.11657;0.10651;0.12662
985.00;0.12716;0.11711;0.13720;0.12669;0.11663;0.13673;0.12610;0.11603;0.13616;0.13682;0.12676;0.14686;0.13626;0.12620;0.14631;0.13558;0.12550;0.14564;0.11750;0.10746;0.12754;0.11710;0.10705;0.12714;0.11661;0.10655;0.12666
990.00;0.12720;0.11715;0.13724;0.12673;0.11668;0.13677;0.12615;0.11608;0.13621;0.13686;0.12681;0.14690;0.13631;0.12625;0.14636;0.13564;0.12556;0.14570;0.11753;0.10749;0.12757;0.11714;0.10709;0.12718;0.11665;0.10660;0.12670
995.00;0.12724;0.11719;0.13728;0.12677;0.11672;0.13682;0.12620;0.11614;0.13625;0.13690;0.12685;0.14695;0.13636;0.12630;0.14641;0.13569;0.12562;0.14576;0.11756;0.10752;0.12760;0.11717;0.10712;0.12721;0.11669;0.10664;0.12674
1000.0;0.12727;0.11723;0.13731;0.12681;0.11676;0.13686;0.12625;0.11619;0.13630;0.13695;0.12690;0.14699;0.13641;0.12635;0.14646;0.13575;0.12568;0.14581;0.11759;0.10755;0.12763;0.11721;0.10716;0.12725;0.11673;0.10668;0.12678
